"forms_assessment_id";"forms_number";"forms_status";"forms_template_name";"primary_record_number";"primary_record_name";"inventory_processing_activities_id";"inventory_processing_activities_name";"inventory_processing_activities_status";"forms_org_grupo_name";"description_org";"forms_name";"stage_name";"hybrid_category";"forms_uf";"assessment_risk_level_name";"inherent_risk_level_name";"tratamento_risco";"risco_inerente_numerico";"risco_residual_numerico";"mitigacao_risco";"forms_create_dt";"forms_updated_dt";"deadline";"end_date_year";"end_date_month";"end_date_day";"end_date";"worked_days";"flag_ropa_rat"
"5b61a549-4601-42c7-b4b0-18613c20abee";4539;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"3460";SERVIÇOS DE REPROGRAFIA;"7ee4feec-2f75-45c6-b747-ccbb9b5390d8";SERVIÇOS DE REPROGRAFIA;active;UAL;Administração e Logística;SERVIÇOS DE REPROGRAFIA;NI;"2.4 Gestão de Tecnologia";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-06-02T20:26:44.977+00:00";"2024-09-18T16:52:09.983Z";2023-06-28 00:00:00.000 -0300;2023;12;11;2023-12-11 11:59:49.070 -0300;191;ROPA
d874fd7d-cf05-4815-b517-d2459e134051;11098;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"5163";CAMPANHA DE MARKETING - PERFIL BASE EMPRETEC;"9e079a87-af6d-4d2b-8d79-fe63227c8c4b";CAMPANHA DE MARKETING - PERFIL BASE EMPRETEC;active;UGC;Gestão de Contratações;CAMPANHA DE MARKETING - PERFIL BASE EMPRETEC;NI;"1.3 Gestão de Soluções";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-12-01T14:36:31.427+00:00";"2024-09-18T16:52:26.350Z";1900-01-01 00:00:00.000 -0306;2023;12;28;2023-12-28 09:50:46.737 -0300;26;ROPA
"984c15eb-d780-491b-bc87-80389505121a";7796;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"712";CADASTRO DA DIRETORIA E DO CONSELHO DELIBERATIVOS EM ÓRGÃOS FISCALIZADORES;b20d1378-c7cf-4497-bfd3-de4c9ad2c459;CADASTRO DA DIRETORIA E DO CONSELHO DELIBERATIVOS EM ÓRGÃOS FISCALIZADORES;active;UGF;Gestão Financeira;CADASTRO DA DIRETORIA E DO CONSELHO DELIBERATIVOS EM ÓRGÃOS FISCALIZADORES;NI;"2.5 Gestão Financeira; Contábil e Orçamentária";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-08-02T19:27:59.800+00:00";"2024-09-18T16:52:10.250Z";2023-08-25 00:00:00.000 -0300;2023;12;11;2023-12-11 16:10:25.383 -0300;130;ROPA
a1e52e9b-3208-490c-9800-2b8b0ab32c98;7742;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"848";MONITORAMENTO DE CLIMA ORGANIZACIONAL;"61adf531-d9c3-417b-8db8-46a430996511";MONITORAMENTO DE CLIMA ORGANIZACIONAL;active;UGP;Gestão de Pessoas;MONITORAMENTO DE CLIMA ORGANIZACIONAL;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:31:48.070+00:00";"2024-09-18T14:45:19.923Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 12:21:09.787 -0300;129;ROPA
fdc164bb-091d-4b14-b0ff-686ce87e6028;7798;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"802";CONSULTA DE CRÉDITO DO CLIENTE;"3fc3c868-bcbe-4bd2-912d-354aec94018d";CONSULTA DE CRÉDITO DO CLIENTE;active;UGF;Gestão Financeira;CONSULTA DE CRÉDITO DO CLIENTE;NI;"1.1 Gestão do Relacionamento com o Cliente";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-08-02T19:28:03.253+00:00";"2023-12-11T19:09:47.160Z";2023-08-25 00:00:00.000 -0300;2023;12;11;2023-12-11 16:09:46.900 -0300;130;ROPA
db6c2bf8-b65c-4d4c-9159-a7421ffbd6b8;7746;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"3682";ONBOARDING DE COLABORADORES;daa84113-017a-44d8-bb25-d30921c7bdb5;ONBOARDING DE COLABORADORES;active;UGP;Gestão de Pessoas;ONBOARDING DE COLABORADORES;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:31:51.960+00:00";"2024-09-18T14:44:57.303Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 12:20:37.600 -0300;129;ROPA
f7e53a8d-0774-4e7d-8e92-4270746f926c;7751;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"721";PLATAFORMA GYMPASS;"5af9e6f8-4ed3-4129-8b1e-16f9925abd36";PLATAFORMA GYMPASS;active;UGP;Gestão de Pessoas;PLATAFORMA GYMPASS;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:31:56.543+00:00";"2024-09-18T14:44:58.590Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 12:19:36.533 -0300;129;ROPA
d1081cb4-d8cb-461c-b2c6-5ad5d9feaec8;7747;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"876";PAINÉIS INFORMATIVOS E DE ANÁLISE DE COLABORADORES;c6f9d5eb-47a6-4623-8776-15e7a01961e8;PAINÉIS INFORMATIVOS E DE ANÁLISE DE COLABORADORES;active;UGP;Gestão de Pessoas;PAINÉIS INFORMATIVOS E DE ANÁLISE DE COLABORADORES;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:31:52.770+00:00";"2024-09-18T14:45:37.713Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 12:20:03.937 -0300;129;ROPA
b17c93a7-e7a7-4580-a398-c0ae92bdf663;7805;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"686";PROCESSO FISCAL;"6e428635-c1f8-43a7-9ff0-f1b9e9f2eafe";PROCESSO FISCAL;active;UGF;Gestão Financeira;PROCESSO FISCAL;NI;"2.5 Gestão Financeira; Contábil e Orçamentária";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-08-02T19:28:12.640+00:00";"2024-09-18T16:51:36.580Z";2023-08-25 00:00:00.000 -0300;2023;12;11;2023-12-11 16:08:12.250 -0300;130;ROPA
f7e61588-5089-4e5c-a5c3-5d4ef97ac4cd;7799;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"764";CUSTEIO DE VIAGEM DE COLABORADORES;"4e6fe528-e332-46c6-87c8-036d4690b04d";CUSTEIO DE VIAGEM DE COLABORADORES;active;UGF;Gestão Financeira;CUSTEIO DE VIAGEM DE COLABORADORES;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-08-02T19:28:04.703+00:00";"2024-09-18T16:51:56.460Z";2023-08-25 00:00:00.000 -0300;2023;12;11;2023-12-11 16:09:36.403 -0300;130;ROPA
"0bbc4ffa-0296-4172-82a6-e1e49855b42e";7801;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"824";EMISSÃO DE ORDEM DE PAGAMENTO DE FORNECEDORES;"5c988015-7a13-48cf-af83-eeaba10bbf10";EMISSÃO DE ORDEM DE PAGAMENTO DE FORNECEDORES;active;UGF;Gestão Financeira;EMISSÃO DE ORDEM DE PAGAMENTO DE FORNECEDORES;NI;"2.5 Gestão Financeira; Contábil e Orçamentária";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-08-02T19:28:07.357+00:00";"2024-09-18T16:51:56.620Z";2023-08-25 00:00:00.000 -0300;2023;12;11;2023-12-11 16:09:12.813 -0300;130;ROPA
"49960213-1d56-4ccc-9aea-5985d6819dd3";7735;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"891";GESTÃO DO PROGRAMA DE APRENDIZAGEM;beb52c6d-5f27-4de3-9d5f-b95bd3ef4618;GESTÃO DO PROGRAMA DE APRENDIZAGEM;active;UGP;Gestão de Pessoas;GESTÃO DO PROGRAMA DE APRENDIZAGEM;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:16:26.703+00:00";"2024-09-18T14:45:18.637Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 12:22:18.983 -0300;129;ROPA
"6f7e256d-3a9f-4b5a-ac35-18b6678bec05";7764;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"792";VALE ALIMENTAÇÃO OU REFEIÇÃO;ad0a6fe2-b7fe-43af-b91c-8628cbd2dccf;VALE ALIMENTAÇÃO OU REFEIÇÃO;active;UGP;Gestão de Pessoas;VALE ALIMENTAÇÃO OU REFEIÇÃO;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:34:55.377+00:00";"2024-09-18T16:53:42.697Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 12:13:01.137 -0300;129;ROPA
"1bb6ddce-938d-4a9a-a248-c784e709a0f1";4538;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"758";SERVIÇO DE MENSAGERIA;f29cc2fe-2b38-44dc-89ec-6be8a15cd390;SERVIÇO DE MENSAGERIA;active;UAL;Administração e Logística;SERVIÇO DE MENSAGERIA;NI;"2.4 Gestão de Tecnologia";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-06-02T20:26:44.273+00:00";"2024-09-18T16:52:09.867Z";2023-06-28 00:00:00.000 -0300;2023;12;11;2023-12-11 11:59:35.933 -0300;191;ROPA
"7f459970-d6f4-40c3-90a0-0f7dc9ad5d3c";4534;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"740";GESTÃO DE ACESSO FÍSICO DE VISITANTES;"7cad2cb1-5dce-465a-832f-f16801499560";GESTÃO DE ACESSO FÍSICO DE VISITANTES;active;UAL;Administração e Logística;GESTÃO DE ACESSO FÍSICO DE VISITANTES;NI;"2.4 Gestão de Tecnologia";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-06-02T20:26:41.120+00:00";"2024-09-18T16:52:08.693Z";2023-06-28 00:00:00.000 -0300;2023;12;11;2023-12-11 11:58:56.900 -0300;191;ROPA
"68679f2b-5520-4651-821e-607366d54b61";4531;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"1658";GESTÃO DE ACESSO FÍSICO DE COLABORADORES;"04a849cc-8661-403d-a367-e54d3aa1faeb";GESTÃO DE ACESSO FÍSICO DE COLABORADORES;active;UAL;Administração e Logística;GESTÃO DE ACESSO FÍSICO DE COLABORADORES;NI;"2.4 Gestão de Tecnologia";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-06-02T20:26:38.637+00:00";"2024-09-18T16:52:08.560Z";2023-06-28 00:00:00.000 -0300;2023;12;11;2023-12-11 11:50:33.850 -0300;191;ROPA
"7370f8f3-a669-464e-baa6-62c6b3cd908f";4533;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"860";GESTÃO DE ACESSO FÍSICO DE PRESTADORES DE SERVIÇO;"3f217b71-46cc-4936-9fcd-897550dae633";GESTÃO DE ACESSO FÍSICO DE PRESTADORES DE SERVIÇO;active;UAL;Administração e Logística;GESTÃO DE ACESSO FÍSICO DE PRESTADORES DE SERVIÇO;NI;"2.4 Gestão de Tecnologia";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-06-02T20:26:40.333+00:00";"2024-09-18T16:52:08.637Z";2023-06-28 00:00:00.000 -0300;2023;12;11;2023-12-11 11:58:43.090 -0300;191;ROPA
"6c971fa2-81bc-41db-a022-a59508988c2b";4529;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"787";GESTÃO DA FROTA DE VEÍCULOS;e4a7ba4c-fda5-4656-a7e3-929f267630ec;GESTÃO DA FROTA DE VEÍCULOS;active;UAL;Administração e Logística;GESTÃO DA FROTA DE VEÍCULOS;NI;"2.4 Gestão de Tecnologia";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-06-02T20:26:37.177+00:00";"2024-09-18T16:52:08.507Z";2023-06-28 00:00:00.000 -0300;2023;12;11;2023-12-11 11:50:12.300 -0300;191;ROPA
"57d4e3fc-05cd-4bcf-8e29-5a7f6bac8582";4527;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"799";ALMOXARIFADO;c562d0ce-f846-4aa7-8b3a-f29f3ace9932;ALMOXARIFADO;active;UAL;Administração e Logística;ALMOXARIFADO;NI;"2.4 Gestão de Tecnologia";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-06-02T20:26:35.733+00:00";"2024-09-18T16:52:08.327Z";2023-06-28 00:00:00.000 -0300;2023;12;11;2023-12-11 11:49:32.087 -0300;191;ROPA
"06f639da-cbfc-42f9-99ba-d9b998698e27";4535;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"664";GESTÃO DE SERVIÇOS GERAIS;"29fbfc50-1f0c-4959-b26a-1ab12bdcb181";GESTÃO DE SERVIÇOS GERAIS;active;UAL;Administração e Logística;GESTÃO DE SERVIÇOS GERAIS;NI;"2.4 Gestão de Tecnologia";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-06-02T20:26:41.883+00:00";"2024-09-18T16:52:08.753Z";2023-06-28 00:00:00.000 -0300;2023;12;11;2023-12-11 11:59:11.127 -0300;191;ROPA
"1caad1c3-29e4-48df-8f22-fc65103674c1";10099;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"3508";PLATAFORMA BEEDOO - ACESSO DE TERCEIROS;"8b5c980c-51df-49db-8dd7-d657ff8c9261";PLATAFORMA BEEDOO - ACESSO DE TERCEIROS;active;URC;Relacionamento com Clientes;PLATAFORMA BEEDOO - ACESSO DE TERCEIROS;NI;"1.1 Gestão do Relacionamento com o Cliente";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-09-29T18:50:52.560+00:00";"2024-09-18T16:51:39.450Z";2023-10-23 00:00:00.000 -0300;2023;12;26;2023-12-26 11:40:37.310 -0300;87;ROPA
d52aba67-4635-4ffd-a95b-cbc413721c91;7748;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"881";PLANO DE SAÚDE;"74464a1e-f38b-40d3-953c-3305d720d233";PLANO DE SAÚDE;active;UGP;Gestão de Pessoas;PLANO DE SAÚDE;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:31:53.607+00:00";"2024-09-18T16:53:17.243Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 12:16:20.340 -0300;129;ROPA
"8d292166-1cbd-4487-aab0-42a2bd028c23";7804;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"735";GESTÃO DE DOCUMENTOS;"72d1d184-a7cc-40c2-aaea-354915e29cab";GESTÃO DE DOCUMENTOS;active;UGF;Gestão Financeira;GESTÃO DE DOCUMENTOS;NI;"2.5 Gestão Financeira; Contábil e Orçamentária";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-08-02T19:28:11.377+00:00";"2024-09-18T16:51:58.013Z";2023-08-25 00:00:00.000 -0300;2023;12;11;2023-12-11 16:08:27.123 -0300;130;ROPA
"6a738c00-f3fb-40bb-b434-956c769e33e7";7749;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"3418";PLANO ODONTOLÓGICO;"3aaeb037-08a1-4999-a7d4-4fc817e4e110";PLANO ODONTOLÓGICO;active;UGP;Gestão de Pessoas;PLANO ODONTOLÓGICO;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:31:54.633+00:00";"2024-09-18T16:53:30.753Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 12:17:34.310 -0300;129;ROPA
"2b861e05-c6e2-4543-9883-4e3873502b1f";7703;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"722";ATRAÇÃO E SELEÇÃO - DINÂMICA DE GRUPO;"0b05a449-3297-4a9f-8463-eeaefc66a4aa";ATRAÇÃO E SELEÇÃO - DINÂMICA DE GRUPO;active;UGP;Gestão de Pessoas;ATRAÇÃO E SELEÇÃO - DINÂMICA DE GRUPO;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:06:16.543+00:00";"2024-09-18T14:45:37.850Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 17:07:44.480 -0300;130;ROPA
"43e90e36-30cf-4c5e-b62a-3553a134cdb5";7752;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"849";PLATAFORMA ODILO;"014b7db2-5948-4135-9efb-ca020eb3bec6";PLATAFORMA ODILO;active;UGP;Gestão de Pessoas;PLATAFORMA ODILO;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:31:57.580+00:00";"2024-09-18T16:53:05.540Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 12:19:21.283 -0300;129;ROPA
"104b9a7a-c255-49e3-b5cb-8efee7af0ac5";7706;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"752";AVALIAÇÃO DE COMPETÊNCIAS DOS COLABORADORES;"0c95e531-ed4c-4991-9c5c-06223545da61";AVALIAÇÃO DE COMPETÊNCIAS DOS COLABORADORES;active;UGP;Gestão de Pessoas;AVALIAÇÃO DE COMPETÊNCIAS DOS COLABORADORES;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:06:19.993+00:00";"2024-09-18T14:45:39.213Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 17:06:51.917 -0300;130;ROPA
"4cab1af9-3c83-45b1-be78-54622af2f84d";7722;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"773";DEMISSÃO E DISPENSA DE COLABORADOR;d572bcf4-3570-458f-b815-3703a3ebf824;DEMISSÃO E DISPENSA DE COLABORADOR;active;UGP;Gestão de Pessoas;DEMISSÃO E DISPENSA DE COLABORADOR;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:16:13.673+00:00";"2024-09-18T14:45:17.490Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 17:00:58.497 -0300;130;ROPA
"5fd610a1-99b4-4312-ba7c-bf5d62ceed52";9953;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"761";DOCUMENTOS DOS COLABORADORES DA UNIDADE ESCOLAR | ESCOLA DO SEBRAE;"078f6bc6-d60c-4032-bed8-2a77dd570e78";DOCUMENTOS DOS COLABORADORES DA UNIDADE ESCOLAR | ESCOLA DO SEBRAE;active;Escola do SEBRAE;Escola do SEBRAE;DOCUMENTOS DOS COLABORADORES DA UNIDADE ESCOLAR | ESCOLA DO SEBRAE;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-09-15T15:16:45.143+00:00";"2024-09-18T16:51:38.087Z";2023-10-09 00:00:00.000 -0300;2023;12;18;2023-12-18 17:48:20.537 -0300;94;ROPA
"2d055ffd-b2e1-4b6d-8ecb-3f5a7b96b24b";9946;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"657";CADASTRO DE RESPONSÁVEL FINANCEIRO PELO ALUNO;"9df2a5db-4aac-415b-9298-244e93d7a134";CADASTRO DE RESPONSÁVEL FINANCEIRO PELO ALUNO;active;Escola do SEBRAE;Escola do SEBRAE;CADASTRO DE RESPONSÁVEL FINANCEIRO PELO ALUNO;NI;"1.2 Gestão do Ambiente de Negócio";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-09-15T15:16:32.730+00:00";"2024-09-18T16:52:27.503Z";2023-10-09 00:00:00.000 -0300;2023;12;5;2023-12-05 17:15:43.577 -0300;81;ROPA
"8772e808-ab3e-48d9-a520-eab39da26dd5";7795;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"672";AJUDA DE CUSTO PARA TERCEIROS;"2e8df16d-53fb-4da9-8882-bc15f561bb10";AJUDA DE CUSTO PARA TERCEIROS;active;UGF;Gestão Financeira;AJUDA DE CUSTO PARA TERCEIROS;NI;"2.5 Gestão Financeira; Contábil e Orçamentária";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-08-02T19:27:58.267+00:00";"2024-09-18T16:52:10.163Z";2023-08-25 00:00:00.000 -0300;2023;12;11;2023-12-11 16:10:52.473 -0300;130;ROPA
"749307e7-a7ab-4aae-b789-d1ba63c8e3ee";7753;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"826";PLATAFORMA VITTUDE;e9d2fd59-9120-4008-8ba9-aeb3075659e6;PLATAFORMA VITTUDE;active;UGP;Gestão de Pessoas;PLATAFORMA VITTUDE;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:31:58.473+00:00";"2024-09-18T16:53:06.753Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 12:19:02.940 -0300;129;ROPA
"89fd9611-6bad-437c-a9a0-c0422a3f6b1b";7719;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"804";CONTROLE DO PEP (PLANEJAMENTO ESTRATÉGICO DE PESSOAL);a10e8f00-8706-4533-a44f-4989c543e9ee;CONTROLE DO PEP (PLANEJAMENTO ESTRATÉGICO DE PESSOAL);active;UGP;Gestão de Pessoas;CONTROLE DO PEP (PLANEJAMENTO ESTRATÉGICO DE PESSOAL);NI;"2.2 Gestão Estratégica";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:16:10.567+00:00";"2024-09-18T16:52:40.333Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 17:02:00.347 -0300;130;ROPA
"7c051e45-8428-4e63-8500-29e2d2a9e46c";7713;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"864";CAPACITAÇÕES DE MERCADO;"103a2c74-8c55-4400-9e25-b4c744f6f708";CAPACITAÇÕES DE MERCADO;active;UGP;Gestão de Pessoas;CAPACITAÇÕES DE MERCADO;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:06:28.127+00:00";"2024-09-18T14:44:58.753Z";2023-09-06 00:00:00.000 -0300;2023;12;11;2023-12-11 12:14:07.000 -0300;136;ROPA
"4de5ed8f-f3a8-4cd0-812c-5711a2775066";7762;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"690";SEGURO DE VIDA;f5cf176c-b86f-44dc-af96-2ae8f9ef781f;SEGURO DE VIDA;active;UGP;Gestão de Pessoas;SEGURO DE VIDA;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:34:53.627+00:00";"2024-09-18T16:53:28.110Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 12:15:54.940 -0300;129;ROPA
"460a710d-7427-47a5-aaf1-4fcabf904e25";7728;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"3511";EVENTO MAIS GENTE;"99ee5ee5-4f12-4a40-839b-2336338ee5bf";EVENTO MAIS GENTE;active;UGP;Gestão de Pessoas;EVENTO MAIS GENTE;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:16:19.523+00:00";"2024-09-18T14:44:58.380Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 12:22:47.397 -0300;129;ROPA
"32227e5b-6ab5-4de3-929d-102f8778f13c";7710;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"701";CAMPANHA DE VACINAÇÃO ANTIGRIPAL;a5bd1a6d-2226-4503-89cf-8f78f99d4273;CAMPANHA DE VACINAÇÃO ANTIGRIPAL;active;UGP;Gestão de Pessoas;CAMPANHA DE VACINAÇÃO ANTIGRIPAL;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:06:24.590+00:00";"2024-09-18T14:45:39.313Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 17:04:34.920 -0300;130;ROPA
"27c315c8-4655-44ab-b12a-dd397cc53030";7765;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"785";VALE TRANSPORTE;b2c54a41-ba28-4823-a2ef-823b4a509703;VALE TRANSPORTE;active;UGP;Gestão de Pessoas;VALE TRANSPORTE;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:34:56.507+00:00";"2024-09-18T16:53:41.583Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 12:12:31.283 -0300;129;ROPA
"21035c0d-9e44-42b1-98d1-e2d6c96568e6";7763;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"3524";USO MAILING EVENTO MAIS GENTE;"21ad6394-0212-4d4f-b7af-e4dfeabad933";USO MAILING EVENTO MAIS GENTE;active;UGP;Gestão de Pessoas;USO MAILING EVENTO MAIS GENTE;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:34:54.553+00:00";"2024-09-18T16:53:42.787Z";2023-09-06 00:00:00.000 -0300;2023;12;4;2023-12-04 12:15:00.903 -0300;129;ROPA
"6a04b0c5-048a-48bd-82d3-7ac3778c3ba8";7750;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"3509";PLATAFORMA BEEDOO - ACESSO DE COLABORADORES;a3ae443e-3d65-4362-9743-78100f06c951;PLATAFORMA BEEDOO - ACESSO DE COLABORADORES;active;UGP;Gestão de Pessoas;PLATAFORMA BEEDOO - ACESSO DE COLABORADORES;NI;"2.7 Gestão e Desenvolvimento de Pessoas";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-07-27T18:31:55.820+00:00";"2024-09-18T14:44:59.840Z";2023-09-06 00:00:00.000 -0300;2023;12;26;2023-12-26 11:44:40.057 -0300;151;ROPA
fda74a1f-91eb-44d3-9c59-a3b8c9c4def8;7806;COMPLETED;Relatório de Mapeamento de Atividade de Tratamento;"685";RECEBIMENTO DE VALORES DE VENDAS;"3f406387-44bf-4f2c-85b3-707b73428f6b";RECEBIMENTO DE VALORES DE VENDAS;active;UGF;Gestão Financeira;RECEBIMENTO DE VALORES DE VENDAS;NI;"2.5 Gestão Financeira; Contábil e Orçamentária";MG;NI;NI;Riscos iguais;-1;-1;Riscos iguais;"2023-08-02T19:28:13.957+00:00";"2024-09-18T16:51:37.860Z";2023-08-25 00:00:00.000 -0300;2023;12;11;2023-12-11 16:07:56.083 -0300;130;ROPA
